1,1,158.55,165.60,50.70,136.80,0.90,-1,-1,-1
1,2,204.75,164.25,50.40,137.70,0.89,-1,-1,-1
1,3,510.90,27.60,158.70,422.70,0.84,-1,-1,-1
1,4,294.90,188.25,28.20,77.70,0.83,-1,-1,-1
2,1,150.80,165.73,51.71,136.96,0.89,-1,-1,-1
2,2,198.22,163.62,49.58,136.57,0.89,-1,-1,-1
2,3,475.36,31.07,173.99,421.20,0.92,-1,-1,-1
2,4,286.87,189.67,28.05,77.27,0.86,-1,-1,-1
2,5,280.20,192.30,22.50,69.00,0.77,-1,-1,-1
3,1,146.98,162.97,52.13,135.77,0.90,-1,-1,-1
3,2,196.26,160.25,48.04,137.51,0.90,-1,-1,-1
3,3,465.54,33.29,177.58,419.33,0.92,-1,-1,-1
3,4,282.04,188.98,29.91,76.92,0.83,-1,-1,-1
3,5,276.10,189.48,22.72,70.51,0.82,-1,-1,-1
4,1,143.82,159.08,50.35,137.02,0.90,-1,-1,-1
4,2,193.06,157.89,47.45,137.58,0.91,-1,-1,-1
4,3,454.53,35.16,179.95,417.61,0.92,-1,-1,-1
4,4,276.51,186.78,30.45,77.29,0.85,-1,-1,-1
4,5,269.86,187.38,23.04,70.38,0.82,-1,-1,-1
5,1,139.43,159.17,50.16,137.57,0.90,-1,-1,-1
5,2,190.10,160.37,46.15,135.73,0.89,-1,-1,-1
5,3,441.83,42.14,184.75,412.51,0.92,-1,-1,-1
5,4,270.85,186.55,30.56,77.38,0.85,-1,-1,-1
5,5,264.04,187.29,23.13,70.49,0.83,-1,-1,-1
6,1,133.20,157.35,50.15,136.96,0.90,-1,-1,-1
6,2,185.05,158.79,44.75,134.52,0.89,-1,-1,-1
6,3,427.12,44.73,191.83,406.94,0.92,-1,-1,-1
6,4,263.53,183.23,29.77,77.23,0.86,-1,-1,-1
6,5,257.14,185.85,22.74,68.75,0.81,-1,-1,-1
7,1,128.81,158.25,50.18,134.08,0.91,-1,-1,-1
7,2,181.90,157.55,44.15,133.59,0.89,-1,-1,-1
7,3,417.64,44.14,188.23,402.79,0.91,-1,-1,-1
7,4,259.08,180.82,27.42,77.76,0.86,-1,-1,-1
7,5,252.42,184.25,21.41,67.91,0.80,-1,-1,-1
8,1,122.54,157.76,50.75,132.52,0.90,-1,-1,-1
8,2,176.22,155.40,45.76,132.75,0.90,-1,-1,-1
8,3,408.29,46.28,170.46,394.83,0.93,-1,-1,-1
8,4,252.58,178.48,26.62,78.20,0.85,-1,-1,-1
8,5,245.28,182.94,21.89,67.26,0.84,-1,-1,-1
8,6,460.20,128.25,99.60,213.15,0.76,-1,-1,-1
9,1,118.13,157.33,51.30,130.49,0.88,-1,-1,-1
9,2,171.72,152.41,47.55,132.43,0.90,-1,-1,-1
9,3,402.63,43.85,146.90,379.41,0.92,-1,-1,-1
9,4,246.37,177.92,26.35,76.90,0.85,-1,-1,-1
9,5,238.66,179.90,22.88,69.15,0.84,-1,-1,-1
9,7,550.50,-54.15,175.50,549.15,0.77,-1,-1,-1
10,1,114.92,155.79,50.08,130.03,0.91,-1,-1,-1
10,2,167.76,151.85,46.96,131.75,0.92,-1,-1,-1
10,3,396.64,45.78,126.75,364.43,0.93,-1,-1,-1
10,4,240.56,179.01,25.20,75.80,0.84,-1,-1,-1
10,5,233.10,179.35,22.60,69.02,0.82,-1,-1,-1
10,7,491.51,-49.77,237.04,576.07,0.86,-1,-1,-1
11,1,111.01,154.00,50.09,130.10,0.90,-1,-1,-1
11,2,162.39,152.86,48.02,130.90,0.90,-1,-1,-1
11,3,370.80,48.25,129.36,357.02,0.92,-1,-1,-1
11,4,234.09,180.48,25.15,75.18,0.84,-1,-1,-1
11,5,226.77,180.61,22.41,68.57,0.83,-1,-1,-1
11,7,436.06,-53.38,286.90,589.76,0.85,-1,-1,-1
12,1,108.08,150.95,50.70,130.32,0.90,-1,-1,-1
12,2,159.81,152.05,48.86,129.98,0.90,-1,-1,-1
12,3,349.97,49.64,147.45,350.27,0.93,-1,-1,-1
12,4,230.33,178.78,25.69,74.55,0.84,-1,-1,-1
12,5,222.45,178.87,23.50,69.40,0.79,-1,-1,-1
12,7,398.65,-56.48,320.14,591.06,0.86,-1,-1,-1
13,1,106.85,151.62,51.17,127.96,0.89,-1,-1,-1
13,2,157.98,152.88,48.83,126.58,0.91,-1,-1,-1
13,3,335.66,51.42,151.55,336.08,0.92,-1,-1,-1
13,4,225.82,176.38,27.84,75.54,0.84,-1,-1,-1
13,5,219.84,178.02,23.44,68.07,0.77,-1,-1,-1
13,7,386.51,-61.90,329.43,603.90,0.84,-1,-1,-1
14,1,103.96,152.92,51.56,127.58,0.89,-1,-1,-1
14,2,155.80,154.01,48.76,125.99,0.90,-1,-1,-1
14,3,328.82,55.50,146.62,324.47,0.90,-1,-1,-1
14,4,222.79,177.19,28.52,75.30,0.82,-1,-1,-1
14,5,217.64,179.06,23.47,68.61,0.66,-1,-1,-1
14,7,392.55,-63.71,293.52,612.40,0.88,-1,-1,-1
15,1,97.84,153.82,50.70,127.18,0.89,-1,-1,-1
15,2,151.24,153.43,47.92,125.37,0.88,-1,-1,-1
15,3,323.27,57.50,130.87,321.22,0.90,-1,-1,-1
15,4,217.13,178.02,28.29,74.50,0.83,-1,-1,-1
15,5,210.79,179.18,23.59,67.48,0.71,-1,-1,-1
15,7,374.18,-69.15,238.33,620.21,0.87,-1,-1,-1
16,1,95.25,153.13,49.70,126.32,0.89,-1,-1,-1
16,2,149.56,151.28,46.58,124.64,0.89,-1,-1,-1
16,3,312.32,55.07,127.93,323.49,0.89,-1,-1,-1
16,4,213.78,177.50,28.96,73.92,0.85,-1,-1,-1
16,5,207.59,177.86,22.40,66.60,0.82,-1,-1,-1
16,7,347.55,-81.59,203.11,645.86,0.84,-1,-1,-1
17,1,91.48,150.68,48.24,125.83,0.89,-1,-1,-1
17,2,147.55,148.00,45.64,124.21,0.89,-1,-1,-1
17,3,296.68,72.62,134.11,279.75,0.26,-1,-1,-1
17,4,209.54,175.26,29.33,73.93,0.85,-1,-1,-1
17,5,202.88,174.84,22.06,67.90,0.80,-1,-1,-1
17,7,294.73,-82.98,211.25,642.90,0.88,-1,-1,-1
18,1,88.96,150.72,48.25,123.88,0.89,-1,-1,-1
18,2,146.63,148.54,44.84,123.90,0.90,-1,-1,-1
18,4,207.47,175.56,29.69,74.55,0.85,-1,-1,-1
18,5,200.05,175.66,22.77,67.19,0.81,-1,-1,-1
18,7,215.23,-82.58,288.61,654.43,0.83,-1,-1,-1
19,1,83.93,147.77,48.13,124.62,0.89,-1,-1,-1
19,2,143.05,148.46,44.56,123.59,0.90,-1,-1,-1
19,4,203.45,174.22,28.28,74.50,0.84,-1,-1,-1
19,5,195.05,175.42,22.66,66.02,0.69,-1,-1,-1
19,7,160.98,-88.09,335.82,672.60,0.85,-1,-1,-1
19,8,551.40,70.65,124.80,334.95,0.83,-1,-1,-1
19,9,369.90,131.48,72.60,203.62,0.82,-1,-1,-1
19,10,-153.30,-34.95,220.91,611.55,0.71,-1,-1,-1
20,1,81.69,145.90,47.60,125.03,0.89,-1,-1,-1
20,2,141.68,148.18,42.78,122.86,0.90,-1,-1,-1
20,7,143.60,-94.29,333.82,689.47,0.77,-1,-1,-1
20,8,531.83,73.29,140.52,333.90,0.86,-1,-1,-1
20,9,369.01,132.25,71.05,188.41,0.88,-1,-1,-1
20,10,-176.19,-57.90,241.48,647.22,0.61,-1,-1,-1
20,3,292.02,53.41,114.66,321.53,0.81,-1,-1,-1
21,1,78.21,145.77,48.34,125.07,0.85,-1,-1,-1
21,7,85.44,-111.93,341.54,733.87,0.78,-1,-1,-1
21,8,523.78,75.00,141.97,336.52,0.88,-1,-1,-1
21,9,360.42,133.90,72.34,184.41,0.91,-1,-1,-1
21,10,-167.18,-47.05,233.43,614.44,0.60,-1,-1,-1
21,3,275.58,53.44,125.53,335.76,0.88,-1,-1,-1
22,7,-1.58,-120.49,338.93,745.35,0.80,-1,-1,-1
22,8,519.53,77.60,141.23,336.32,0.90,-1,-1,-1
22,9,355.39,135.96,71.32,183.27,0.88,-1,-1,-1
22,3,270.39,57.78,123.08,338.18,0.90,-1,-1,-1
23,7,-66.01,-147.32,339.01,809.92,0.72,-1,-1,-1
23,8,512.56,76.96,130.12,327.89,0.91,-1,-1,-1
23,9,349.42,134.98,74.83,182.61,0.88,-1,-1,-1
23,3,258.77,60.39,130.00,338.94,0.94,-1,-1,-1
23,11,569.40,77.25,114.00,301.35,0.78,-1,-1,-1
24,7,-124.38,-169.92,356.51,870.73,0.61,-1,-1,-1
24,8,505.84,74.01,121.53,318.83,0.91,-1,-1,-1
24,9,342.04,131.39,79.59,182.74,0.90,-1,-1,-1
24,3,252.03,57.60,129.34,341.35,0.94,-1,-1,-1
24,11,562.12,76.73,130.32,299.75,0.81,-1,-1,-1
25,7,-155.41,-154.09,327.04,808.53,0.69,-1,-1,-1
25,8,492.56,78.54,121.98,318.73,0.92,-1,-1,-1
25,9,331.61,134.00,91.55,182.85,0.91,-1,-1,-1
25,3,246.44,60.12,126.70,334.75,0.94,-1,-1,-1
25,11,554.80,81.18,130.20,299.24,0.84,-1,-1,-1
25,4,194.84,179.49,24.65,72.63,0.86,-1,-1,-1
25,5,187.88,181.53,20.06,65.59,0.69,-1,-1,-1
25,2,140.40,153.67,42.48,122.47,0.87,-1,-1,-1
26,7,-167.61,-121.62,292.16,722.32,0.49,-1,-1,-1
26,8,473.89,78.92,137.12,320.54,0.93,-1,-1,-1
26,9,326.61,135.39,98.54,181.50,0.89,-1,-1,-1
26,3,245.79,59.82,122.43,327.00,0.94,-1,-1,-1
26,11,558.24,81.58,119.10,295.04,0.83,-1,-1,-1
26,4,196.47,179.96,25.25,73.53,0.85,-1,-1,-1
26,5,189.25,182.69,20.96,64.95,0.70,-1,-1,-1
26,2,142.75,155.55,42.46,119.52,0.89,-1,-1,-1
26,1,88.06,154.12,44.84,119.53,0.86,-1,-1,-1
27,8,463.65,79.72,155.22,322.75,0.93,-1,-1,-1
27,9,328.49,136.34,100.45,182.19,0.86,-1,-1,-1
27,3,244.68,55.41,116.99,329.62,0.93,-1,-1,-1
