1,1,117.90,156.30,82.20,174.60,0.93,-1,-1,-1
1,2,15.15,148.35,76.80,193.65,0.89,-1,-1,-1
2,1,120.39,154.65,82.68,176.51,0.91,-1,-1,-1
2,2,16.16,145.81,76.63,196.67,0.89,-1,-1,-1
2,3,265.20,203.25,17.40,44.10,0.79,-1,-1,-1
3,1,123.42,152.25,84.88,180.98,0.92,-1,-1,-1
3,2,18.87,143.31,77.98,199.89,0.90,-1,-1,-1
3,3,270.50,202.89,18.36,45.60,0.68,-1,-1,-1
3,4,247.35,197.85,24.90,66.00,0.82,-1,-1,-1
3,5,242.40,185.25,23.10,75.00,0.80,-1,-1,-1
3,6,227.70,192.60,23.40,68.70,0.75,-1,-1,-1
4,1,129.13,152.89,84.33,181.82,0.92,-1,-1,-1
4,2,22.79,144.56,79.11,200.54,0.90,-1,-1,-1
4,3,277.23,202.09,18.38,45.86,0.25,-1,-1,-1
4,4,254.21,198.98,24.01,63.39,0.83,-1,-1,-1
4,5,248.30,186.25,23.41,73.12,0.80,-1,-1,-1
4,6,233.23,193.01,24.91,69.46,0.87,-1,-1,-1
5,1,136.46,154.25,84.70,185.02,0.92,-1,-1,-1
5,2,28.84,146.73,80.41,203.97,0.89,-1,-1,-1
5,4,262.74,201.17,25.74,64.79,0.85,-1,-1,-1
5,5,257.78,188.66,23.29,73.01,0.79,-1,-1,-1
5,6,241.72,195.43,24.57,69.39,0.86,-1,-1,-1
5,7,216.60,201.15,24.30,64.80,0.87,-1,-1,-1
6,1,143.32,152.26,84.55,189.14,0.91,-1,-1,-1
6,2,32.85,144.24,80.79,207.96,0.89,-1,-1,-1
6,4,269.63,200.43,25.30,65.46,0.85,-1,-1,-1
6,5,264.29,188.20,23.60,74.14,0.80,-1,-1,-1
6,6,248.60,195.08,24.56,70.06,0.86,-1,-1,-1
6,7,222.81,200.66,24.34,65.83,0.87,-1,-1,-1
6,8,313.50,199.35,27.60,51.90,0.72,-1,-1,-1
7,1,146.86,148.43,86.05,192.99,0.91,-1,-1,-1
7,2,35.04,139.32,81.36,213.43,0.89,-1,-1,-1
7,4,274.85,199.62,25.05,65.85,0.85,-1,-1,-1
7,5,269.84,185.69,22.98,76.29,0.79,-1,-1,-1
7,6,254.63,193.60,23.63,70.27,0.88,-1,-1,-1
7,7,227.23,199.07,24.56,66.05,0.85,-1,-1,-1
7,9,335.10,196.05,33.00,56.40,0.85,-1,-1,-1
7,10,54.38,137.25,65.25,192.15,0.72,-1,-1,-1
7,3,296.44,205.74,17.91,43.98,0.62,-1,-1,-1
8,1,154.45,149.35,85.76,196.04,0.91,-1,-1,-1
8,2,39.44,139.99,83.12,215.94,0.89,-1,-1,-1
8,4,283.38,201.78,24.85,66.33,0.84,-1,-1,-1
8,5,277.48,187.82,23.67,76.49,0.74,-1,-1,-1
8,6,262.55,195.97,24.23,69.84,0.85,-1,-1,-1
8,7,234.98,200.36,25.33,66.74,0.87,-1,-1,-1
8,3,303.23,206.80,18.39,45.08,0.71,-1,-1,-1
8,11,366.60,198.90,28.20,59.10,0.80,-1,-1,-1
9,1,159.73,148.60,86.10,198.99,0.91,-1,-1,-1
9,2,42.73,137.67,83.16,218.88,0.90,-1,-1,-1
9,4,288.75,201.49,24.63,66.04,0.85,-1,-1,-1
9,5,282.56,187.34,24.07,77.35,0.79,-1,-1,-1
9,6,267.82,196.60,24.18,69.47,0.86,-1,-1,-1
9,7,240.31,200.20,25.07,66.73,0.85,-1,-1,-1
9,3,308.36,208.40,16.83,43.53,0.80,-1,-1,-1
9,12,386.10,198.75,31.80,60.60,0.82,-1,-1,-1
9,13,57.79,129.75,71.81,207.45,0.74,-1,-1,-1
10,1,165.84,146.70,89.42,201.70,0.91,-1,-1,-1
10,2,46.87,135.38,87.16,223.45,0.88,-1,-1,-1
10,4,298.02,200.66,24.60,67.41,0.82,-1,-1,-1
10,5,291.41,186.87,23.95,78.29,0.81,-1,-1,-1
10,6,276.31,196.52,24.43,69.37,0.86,-1,-1,-1
10,7,249.56,199.77,25.23,66.96,0.85,-1,-1,-1
10,3,316.53,207.71,16.73,44.25,0.71,-1,-1,-1
10,14,419.70,196.50,35.40,60.30,0.86,-1,-1,-1
10,15,142.50,193.05,24.60,75.60,0.78,-1,-1,-1
11,1,170.86,145.39,91.66,205.07,0.91,-1,-1,-1
11,2,51.21,133.27,89.87,226.30,0.90,-1,-1,-1
11,4,305.31,199.27,24.30,68.59,0.84,-1,-1,-1
